ORGAO;FORNECEDOR;CNPJ;OBJETO;VALOR;MODALIDADE;CONTRATO;DATA_ASSINATURA;VIGENCIA_DIAS;PROCESSO_ADM;LICITACAO;EVENTO;DATA_PUBLICACAO
EDUCAÇÃO;All Stock Comercio de Produtos Nacionais e Industr;21.125.951/0001-67;Registro de preços para aquisição, distribuição, mixagem e entrega de kits de materiais pedagógicos às Unidades Educacionais, tendo em vista o atendimento aos estudantes matriculados na Rede Municipal de Ensino.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;15/SME/2020;15/10/2020;360;6016.2018/0073100-4;42/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;20/10/2020
EDUCAÇÃO;ATAKA BRASIL COMÉRCIO E SERVIÇOS EIRELI;05.074.615/0001-86;Registro de Preços para aquisição, distribuição, mixagem e entrega de kits de materiais escolares às Unidades Educacionais, tendo em vista o atendimento aos estudantes matriculados na Rede Municipal de Ensino.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;21/SME/2019;27/12/2019;360;6016.2019/0056016-3;31/SME/2019;EXTRATO DE ATA DE REGISTRO DE PREÇO;15/1/2020
EDUCAÇÃO;CANTARES MAGAZINE ? EIRELI;07.831.740/0001-19;Registro de preços para aquisição de mobiliário escolar: Conjunto refeitório CEI, Conjunto refeitório EMEI, Conjunto refeitório EMEF e Conjunto sala de leitura EMEF.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;08/SME/2020;11/5/2020;360;6016.2017/0037309-2;12/SME/2018;EXTRATO DE ATA DE REGISTRO DE PREÇO;3/6/2020
EDUCAÇÃO;COMPWIRE INFORMÁTICA LTDA;01.181.242/0002-72;Registro de Preços para aquisição de equipamento tipo SWITCH DE ACESSO 24 PORTAS POE, para as Unidades Escolares da Secretaria Municipal de Educação - SME, em atendimento ao Programa Escola Digital.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;09/SME/2020;30/7/2020;360;6016.2019/0089228-0;25/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;31/7/2020
EDUCAÇÃO;EDIGRÁFICA GRÁFICA E EDITORA LTDA;04.218.430/0001-35;Registro de preços para contratação de empresa especializada para execução de serviços de impressão de materiais para atendimento às necessidades da Secretaria Municipal de Educação (SME).;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;TA 21/SME/2020;6/3/2020;331;6016.2018/0021143-4;37/SME/2018;EXTRATO DE ADITAMENTO;14/3/2020
EDUCAÇÃO;G4S INTERATIVA SERVICE LTDA;02.812.740/0001-58;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE RECEPÇÃO E ATENDIMENTO DE PÚBLICO PRESENCIAL COM SERVIÇOS DE SISTEMA INTEGRADO DE CONTROLE DE ACESSO E SEGURANÇA ELETRÔNICA PARA A SECRETARIA MUNICIPAL DE EDUCAÇÃO;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;45/SME/2020;23/6/2020;174;2013-0.182.312-7;51/SME/2014;EXTRATO DE ADITAMENTO;23/7/2020
EDUCAÇÃO;GOLDEN DISTRIBUIDORA LTDA.;04.196.935/0002-27;OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO ON SITE (CONTEMPLANDO PARTES E PEÇAS) DO PARQUE DE EQUIPAMENTOS DA SME (IMPRESSORAS E MULTIFUNCIONAIS) INCLUINDO SUPORTE TÉCNICO DE 2º NIVEL AOS USUÁRIOS DA REDE NA SOLUÇÃO DE PROBLEMAS E ORIENTAÇÃO DO MELHOR USO;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;55/SME/2020;21/7/2020;360;2014-0.296.647-0;20/SME/2015;EXTRATO DE ADITAMENTO;5/8/2020
EDUCAÇÃO;INDÚSTRIA E COMÉRCIO DE COLCHÕES POLAR LTDA;04.477.018/0001-30;Registro de preços para aquisição de colchonetes de espuma de poliuretano (COURVIM).;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;6016.2018/0026625-5;29/10/2020;360;6016.2018/0026625-5;08/SME/2019;EXTRATO DE ADITAMENTO;18/11/2020
EDUCAÇÃO;Kona Industria e Comércio LTDA - EPP;00.343.654/0001-18;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE SOLUÇÃO DE PROJEÇÃO MULTIMÍDIA PARA AS UNIDADES ESCOLARES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO - SME.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;6016.2019/0085828-6;10/9/2020;360;6016.2019/0085828-6;30/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;11/9/2020
EDUCAÇÃO;L.P.M. TELEINFORMATICA LTDA;03.756.801/0001-70;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE SOLUÇÃO DE PROJEÇÃO MULTIMÍDIA PARA AS UNIDADES ESCOLARES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO - SME.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;12/SME/2020;4/9/2020;360;6016.2019/0085828-6;30/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;10/9/2020
EDUCAÇÃO;MAQMÓVEIS INDÚSTRIA E COMÉRCIO DE MÓVEIS LTDA.;54.826.367/0004-30;Registro de preços para aquisição de mobiliário escolar: Conjunto refeitório CEI, Conjunto refeitório EMEI, Conjunto refeitório EMEF e Conjunto sala de leitura EMEF.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;07/SME/2020;11/5/2020;360;6016.2017/0037309-2;12/SME/2018;EXTRATO DE ATA DE REGISTRO DE PREÇO;3/6/2020
EDUCAÇÃO;Master Indústria Comércio e Representação Ltda;18.627.195/0001-60;Registro de preços para aquisição, distribuição, mixagem e entrega de kits de materiais pedagógicos às Unidades Educacionais, tendo em vista o atendimento aos estudantes matriculados na Rede Municipal de Ensino.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;6016.2018/0073100-4;15/10/2020;360;6016.2018/0073100-4;42/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;20/10/2020
EDUCAÇÃO;TANGARÁ IMPORTADORA E EXPORTADORA S/A;39.787.056/0001-73;Registro de preços para aquisição de batata pré-cozida desidratada em flocos;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;1TA ATA 12/2020;27/11/2020;360;6016.2019/0017329-1;17/SME/2020;EXTRATO DE ADITAMENTO;28/11/2020
EDUCAÇÃO;TANGARÁ IMPORTADORA E EXPORTADORA S/A;39.787.056/0001-73;Registro de preço para aquisição de alimentos não perecíveis Achocolatado em pó.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;1TA ATA 04/2020;27/11/2020;360;6016.2018/0054966-4;25/SME/2019;EXTRATO DE ADITAMENTO;28/11/2020
EDUCAÇÃO;TANGARÁ IMPORTADORA E EXPORTADORA S/A;39.787.056/0001-73;Registro de preços para aquisição de leite em pó integral.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;2TA TC 37/2019;27/11/2020;360;6016.2018/0027931-4;31/SME/2018;EXTRATO DE ADITAMENTO;28/11/2020
EDUCAÇÃO;TANGARÁ IMPORTADORA E EXPORTADORA S/A;39.787.056/0001-73;Registro de preços para aquisição de leite em pó integral.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;2TA TC 75/2019;28/11/2020;360;6016.2018/0027931-4;31/SME/2018;EXTRATO DE ADITAMENTO;28/11/2020
EDUCAÇÃO;TANGARÁ IMPORTADORA E EXPORTADORA S/A;39.787.056/0001-73;Registro de preços para aquisição de alimentos não perecíveis Leite em pó integral, destinado ao abastecimento das unidades educacionais vinculadas aos sistemas de gestão direta, mista e rede parceira dos Programas de Alimentação Escolar (PAE).;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;1TA ATA 11/2020;28/11/2020;360;6016.2019/0067129-1;19/SME/2020;EXTRATO DE ADITAMENTO;28/11/2020
EDUCAÇÃO;YSSY SOLUÇÕES S.A.;05.280.162/0001-44;Registro de preços para eventual contratação de empresa especializada para fornecimento de materiais, serviços de instalação e configuração de equipamentos de rede, sistema de projeção e informática, para as unidades escolares da Secretaria Municipal de Educação - SME, conforme condições, quantidades e exigências estabelecidas no Anexo I - Termo de Referência, em atendimento ao Programa Sala Digital.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;6016.2020/0029941-6;14/9/2020;360;6016.2020/0029941-6;40/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;15/9/2020
EDUCAÇÃO;YSSY SOLUÇÕES S.A.;05.280.162/0001-44;Registro de preços para eventual contratação de empresa especializada em serviços de instalação de rede lógica e elétrica para as unidades escolares da Secretaria Municipal de Educação - SME, conforme condições, quantidades e exigências estabelecidas no Anexo I - Termo de Referência, em atendimento ao Programa Escola Digital.;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;6016.2020/0034747-0;9/9/2020;360;6016.2020/0034747-0;39/SME/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;11/9/2020
ESPORTES E LAZER;HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA;09.212.711/0001-02;SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL, ÁREAS INTERNAS E EXTERNAS, SERVIÇOS DE DESINSETIZAÇÃO, DEDETIZAÇÃO, DESRATIZAÇÃO E LIMPEZA DE CAIXAS D´ÁGUA E/OU RESERVATÓRIOS DE ÁGUA.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;002SEME/2020;19/3/2020;;6019.2017/0000132-9;017/SEME/2017;EXTRATO DE ADITAMENTO;20/3/2020
ESPORTES E LAZER;Torre Emergências Médicas Ltda;08.279.286/0001-06;1.O presente pregão tem por objeto a Constituição de Sistema de Registro de Preços para prestação de serviços de locação de AMBULÂNCIAS de Remoção para atendimento a diversos eventos, conforme as especificações previstas no Anexo I, parte integrante deste Edital, de Licitação Pregão Eletrônico n.º 019/SEME/2019.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;068/SEME/2020;29/9/2020;360;6019.2019/0001135-2;019/SEME/2019;EXTRATO DE ADITAMENTO;16/10/2020
GESTAO;ACJS SANEAMENTO E CONTROLE AMBIENTAL LTDA-EPP;05.070.948/0001-37;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ELIMINAÇÃO E CONTROLE DE VETORES E PRAGAS URBANAS, INCLUINDO ROEDORES E INSETOS ALADOS E RASTEIROS, COMPREENDENDO DEDETIZAÇÃO,  DESRATIZAÇÃO E DESCUPINIZAÇÃO, PARA AS UNIDADES DE SEMPLA.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;008/SEMPLA/2013;11/5/2020;;2012-0.297.479-3;016/2013-COBES;EXTRATO DE ADITAMENTO;12/5/2020
GESTAO;BICIEXTIL EXTINTORES EIRELI EPP;54.879.168/0001-48;Prestação de Serviços por Empresa Especializada em Recarga, Inspeção Técnica e Manutenção de Primeiro, Segundo e Terceiro níveis de extintores de Incêndio;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;011/SMG/2017;5/11/2020;;6013.2016/0000128-6;07/2017-COBES;EXTRATO DE ADITAMENTO;6/11/2020
GESTAO;Companhia Ultragáz S/A;61.602.199/0173-50;FORNECIMENTO DE GÁS LIQUEFEITO DE PETRÓLEO - GLP.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;002/SEMPLA/2015;20/8/2020;;2011-0.181.033-1;012/2012-COBES;EXTRATO DE ADITAMENTO;11/8/2020
GESTAO;INNOVAMED MANUTENÇÃO DE EQUIPAMENTOS LTDA-EPP;59.055.921/0001-02;PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS MÉDICOS;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;017/SEMPLA/2013;19/5/2020;;2009-0.141.556-8;014/2012 COBES;EXTRATO DE ADITAMENTO;20/5/2020
GESTAO;JOSÉ RESENDE CHAVES TRANSPORTE ? ME;23.998.927/0001-68;Contratação de empresa ou cooperativa para prestação de serviço de Gerenciamento de Frota, sendo 01 (um) veículo Utilitário para transporte de cargas do Grupo D1 com possibilidade de acompanhamento do serviço por pelo menos 01 (um) servidor no banco da frente, com motorista, combustível incluso e quilometragem livre com pagamento por hora efetivamente trabalhada, equipado com sistema rastreador objetivando o apoio às atividades técnico-administrativas da Administração.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;11/SG/2018;25/11/2020;;6013.2018/0001320-2;014/2018;EXTRATO DE ADITAMENTO;28/11/2020
GESTAO;K.C.R. COMÉRCIO DE EQUIPAMENTOS EIRELI EPP;09.251.627/0001-90;Contratação de empresa especializada em manutenção de balança rodoviária;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;012/SG/2017;29/1/2020;;6013.2016/0000058-1;009/2017-COBES;EXTRATO DE ADITAMENTO;30/1/2020
GESTAO;R&A COMÉRCIO E EQUIPAMENTOS  TELEFÔNICOS LTDA;54.561.071/0001-92;Registro de Preços para contratação para prestação de Serviço Telefônico Fixo Comutado (STFC) por meio de entroncamentos digitais (links E1 com sinalização CAS-R2/DTMF) e serviços de discagem direta a ramal (DDR), serviços estes destinados ao tráfego de chamadas locais, de longa distância nacional e de longa distância internacional, entre as unidades da Prefeitura de São Paulo (PMSP) e a rede pública de telefonia e Contratação para a prestação de serviços de locação da Central de Comunicação de Voz Híbricda, com DDR, com serviço de instalação, com gerenciamento e com manutenção, visando atender às unidades da PMSP  os serviços devem estar em concordância com os normativos publicados pela ANATEL/UIT-T, cujas características e especificações técnicas encontram-se descritas no ANEXO I ? Termo de Referência deste edital de Pregão.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;02/SG/2020;1/12/2020;;6013.2018/0000187-5;04-COBES;EXTRATO DE ADITAMENTO;2/12/2020
GESTAO;RODRIGUES CRUZ TELECOMUNICAÇÕES & ELETRICIDADE EIR;61.836.565/0001-06;ASSISTÊNCIA E SUPORTE TÉCNICO PREVENTIVO E CORRETIVO SISTEMA DE PABX DA SEMPLA;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;;21/7/2020;;2014-0.348.366-0;001/2015-COBES;EXTRATO DE ADITAMENTO;22/7/2020
GESTAO;TMS PURIFICADORES E COMÉRCIO LTDA ME;09.114.027/0001-80;Prestação de serviços de locação, instalação e manutenção de aparelhos purificadores de água através de Ata de Registro de Preços;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;TC 012/SG/2018;23/1/2020;;6013.2017/0000699-9;003/2018 COBES;EXTRATO DE ADITAMENTO;24/1/2020
GESTAO;VS2 SANEAMENTO E SERVIÇOS LTDA;22.439.760/0001-32;Contratação  de empresa especializada na prestação de serviços de limpeza hospitalar (semicrítica), visando a obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão de obra para atender as necessidades da Coordenação de Gestão de Saúde do Servidor ? COGESS da Secretaria Municipal de Gestão - SG;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;005/SG/2020;6/10/2020;;6013.2019/0006137-3;01/SG-CAF/2020;EXTRATO DE ADITAMENTO;7/10/2020
GESTAO;VS2 SANEAMENTO E SERVIÇOS LTDA;22.439.760/0001-32;Contratação  de empresa especializada na prestação de serviços de limpeza hospitalar (semicrítica), visando a obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão de obra para atender as necessidades da Coordenação de Gestão de Saúde do Servidor ? COGESS da Secretaria Municipal de Gestão - SG;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;6013.2019/0006137-3;2/6/2020;357;6013.2019/0006137-3;01/SG-CAF/2020;EXTRATO DE ADITAMENTO;3/6/2020
GESTAO;W LIMA SERVIÇOS TERCEIRIZADOS LTDA;17.995.995/0001-70;Requisição de contratação de empresa especializada na Prestação de Serviços de Recepção com fornecimento de mão de obra capacitada para realização de atendimento nos postos indicados;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;007/SG/2019;2/6/2020;199;6013.2019/0004264-6;6013.2019/0004264-6;EXTRATO DE ADITAMENTO;3/6/2020
GOVERNO MUNICIPAL;POSTEC COMÉRCIO E SERVIÇO EM TECNOLOGIA LTDA.;13.045.438/0001-38;Contratação de empresa especializada na prestação de serviços de manutenção preventiva e corretiva dos sistemas elétrico, hidráulico, civil, telefonia, serviços gerais, assim como instalação de ramais e aparelhos telefônicos, das unidades que integram a Sede de Governo Municipal, conforme especificações e quantidades contidas no Anexo I ? Termo de Referência.;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;17/2020-SGM;23/10/2020;737300;6011.2020/0001463-5;08/2020-SGM;EXTRATO DE ADITAMENTO;24/10/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;;34.396.122/0001-60;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (CATETER VENOSO CENTRAL DE DUPLA VIA) PARA ATENDER AS UNIDADES REQUISITANTES DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL ? HSPM;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;061/2020;24/7/2020;12;6210.2019/0010141-4;177/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;29/7/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;A VIEIRA SERVIÇOS;09.181.312/0001-13;REGISTRO DE PREÇOS PARA SERVIÇO DE CONFECÇÃO DE PASTA PARA PRONTUÁRIO EM CARTÃO KRAFT 420G/M², PARA O HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;027/2020;24/3/2020;360;6210.2019/0010152-0;035/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;28/3/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0032-12;LOCAÇÃO DE EQUIPAMENTOS PARA A REALIZAÇÃO DE EXAMES DE BIOQUÍMICA, HEMOGRAMA E IMUNOENSAIO (HORMÔNIOS E SOROLOGIA) COM FORNECIMENTO DE REAGENTES;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;577/2019;17/1/2020;360;6210.2018/0005532-1;413/2018;EXTRATO DE ADITAMENTO;23/1/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;ARLONSP SERVIÇOS MÉDICOS LTDA;07.710.022/0001-94;REGISTRO DE PREÇOS PARA OS SERVIÇOS DE EXAME DE ECOENDOSCOPIA;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;013/2020;18/3/2020;360;6210.2017/0002534-0;008/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;28/3/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;AS2 COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA;13.598.814/0001-11;REGISTRO DE PREÇOS PARA O FORNECIMENTO EM CONSIGNAÇÃO DE KIT PARA MONITORIZAÇÃO INTRAOPERATÓRIA DE POTENCIAL EVOCADO MOTOR E SENSITIVO COM COMODATO DE EQUIPAMENTO COMPATÍVEL;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;085/2020;7/10/2020;360;6210.2020/0000892-0;273/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;10/10/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;AUTO SUTURE DO BRASIL LTDA;01.645.409/0003-90;"REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL PARA MÉDICO HOSPITALAR (?STENT? AUTO-EXPANSÍVEL PARA SEGMENTO ANATÔMICO FEMORO-POPLÍTEO-DISTAL - DIÂMETRO: 3,0MM, ?STENT? AUTO-EXPANSÍVEL PARA AORTA E VEIA ILÍCA, ""STENT"" DE NITINOL REVESTIDO COM PTFE) PARA ATENDER AS UNIDADES REQUISITANTES DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL ? HSPM";;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;084/2020;7/10/2020;360;6210.2020/0001751-2;276/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;10/10/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;AUTO SUTURE DO BRASIL LTDA;01.645.409/0003-90;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (CATETER DUPLO LUMEN DE LONGA PERMANÊNCIA E ALTO FLUXO DE CARBOTHANO);;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;067/2020;26/8/2020;360;6210.2019/0009295-4;184/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;1/9/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;AUTO SUTURE DO BRASIL LTDA;01.645.409/0003-90;"REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (""STENT? AUTO-EXPANSÍVEL PARA SEGMENTO ANATÔMICO FEMORO-POPLÍTEO-DISTAL - DIÂMETROS: 3,0 MM  5,0 MM  6,0 MM  7,0 MM, ""STENT? AUTO-EXPANSÍVEL PARA SEGMENTO ILÍACO- FEMORAL - DIÂMETROS: 8,0 MM  9,0 MM  10,0MM, ""STENT"" AUTO-EXPANSÍVEL PARA AORTA E VEIA ILÍACA  e ""STENT"" DE NITINOL REVESTIDO COM PTFE) PARA ATENDER AS UNIDADES REQUISITANTES DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL ? HSPM";;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;023/2020;23/3/2020;360;6210.2019/0004941-2;019/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;28/3/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;BECTON DICKINSON IND.CIRÚRGICAS LTDA;21.551.379/0008-74;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (CATETER INTRAVENOSO, PERIFÉRICO, DESCARTÁVEL, ESTÉRIL (TIPO SAF-T-INTIMA) - CALIBRES: 22G E 24G).;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;106/2020;23/11/2020;360;6210.2020/0002616-3;304/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;27/11/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;BIO 2 IMPORT E COM DE MAT MED HOSPIT. LTDA;01.559.403/0001-38;REGISTRO DE PREÇOS PARA O FORNECIMENTO EM CONSIGNAÇÃO DE MATERIAL PARA CIRURGIA DE ORTOPEDIA, TRAUMATOLOGIA E CIRURGIA DE MÃO (CONJUNTO DE HASTE INTRAMEDULAR BLOQUEADA DE FÊMUR COM PARAFUSOS, CONJUNTO HASTE INTRAMEDULAR PARA ÚMERO BLOQUEADA COM PARAFUSOS, CONJUNTO HASTE INTRAMEDULAR DISTAL BLOQUEADA RETÓGRADADE FÊMUR e CONJUNTO DE HASTE DE TÍBIA ESPECIAL) DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL (HSPM);;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;088/2020;4/11/2020;365;6210.2019/0008117-0;225/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;4/11/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;BIO2 IMP.E COMÉRCIO DE MATS MED. HOSPITALARES LTDA;01.559.403/0001-38;REGISTRO DE PREÇOS PARA O FORNECIMENTO EM CONSIGNAÇÃO DE MATERIAL PARA CIRURGIA DE ORTOPEDIA, TRAUMATOLOGIA E CIRURGIA DE MÃO (CONJUNTO DE PRÓTESE TOTAL DE QUADRIL, CONJUNTO DE PRÓTESE TOTAL DE JOELHO, CONJUNTO DE PRÓTESE TOTAL DE REVISÃO DE JOELHO, CONJUNTO DE PRÓTESE CONVENCIONAL DE OMBRO e CONJUNTO DE CIMENTAÇÃO) DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL (HSPM).;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;051/2020;26/6/2020;360;6210.2019/0008207-0;025/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;2/7/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;BIO2 IMP.E COMÉRCIO DE MATS MED. HOSPITALARES LTDA;01.559.403/0001-38;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL (CONJUNTO PARA ARTROSCOPIA DE OMBRO, CONJUNTO PARA ARTROSCOPIA DE JOELHO e CONJUNTO PARA ARTROSCOPIA DE PUNHO E TORNOZELO) PARA CIRURGIA DE ORTOPEDIA, TRAUMATOLOGIA E CIRURGIA DE MÃO DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL (HSPM).;;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;021/2020;23/3/2020;360;6210.2019/0007514-6;020/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;28/3/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;BIOMEGA MEDICINA DIAGNÓSTICA LTDA;28.966.389/0001-43;PRESTAÇÃO DE SERVIÇOS DE APOIO EM ANATOMIA PATOLÓGICA E IMUNOHISTOQUIMICO;;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;180/2020;8/6/2020;360;6210.2020/0000666-9;090/2020;EXTRATO DE ADITAMENTO;13/6/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;BIOTRONIK COMERCIAL MÉDICA LTDA;50.595.271/0001-05;"REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MATERIAL MÉDICO HOSPITALAR (""STENT? AUTO-EXPANSÍVEL PARA SEGMENTO ANATÔMICO FEMORO-POPLÍTEO-DISTAL - DIÂMETROS: 3,0 MM  5,0 MM  6,0 MM  7,0 MM, ""STENT? AUTO-EXPANSÍVEL PARA SEGMENTO ILÍACO- FEMORAL - DIÂMETROS: 8,0 MM  9,0 MM  10,0MM, ""STENT"" AUTO-EXPANSÍVEL PARA AORTA E VEIA ILÍACA  e ""STENT"" DE NITINOL REVESTIDO COM PTFE) PARA ATENDER AS UNIDADES REQUISITANTES DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL ? HSPM";;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;022/2020;23/3/2020;360;6210.2019/0004941-2;019/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;28/3/2020
